Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
2276729,11-Apr-22,Tennessee,Memphis,Cambridge Station Dr and S Mendenhall Rd,0,1,N/A
2276731,11-Apr-22,Georgia,Talbotton,N Washington Ave,0,1,N/A
2274993,10-Apr-22,Georgia,Decatur,2750 Wesley Chapel Rd,0,1,N/A
2274569,09-Apr-22,Tennessee,Memphis,3023 Hunters Way,0,1,N/A
2283398,09-Apr-22,South Carolina,Columbia,Drayton Hall Dr,0,3,N/A
2274287,09-Apr-22,Ohio,Columbus,1900 block of Colin Ct,0,1,N/A
2274246,09-Apr-22,Texas,Texas City,1900 block of 13th Ave N,0,2,N/A
2274226,08-Apr-22,Illinois,Chicago,900 block of W 115th St,0,1,N/A
2273447,07-Apr-22,Illinois,Chicago,8200 block of S Green St,0,1,N/A
2273380,07-Apr-22,Pennsylvania,Philadelphia,1800 block of E Venango St,0,2,N/A
2273289,07-Apr-22,Arizona,Phoenix,28th St and Broadway Rd,0,2,N/A
2272947,06-Apr-22,California,Fresno,2407 W Alamos Ave,0,1,N/A
2272465,06-Apr-22,Virginia,Richmond,300 block of Engleside Dr,0,1,N/A
2273007,05-Apr-22,California,Compton,I-710,0,2,N/A
2271774,05-Apr-22,Kansas,Junction City,2007 Northwind Dr,0,1,N/A
2270747,04-Apr-22,Kentucky,Covington,Russell St and W 16th St,0,4,N/A
2270463,04-Apr-22,Illinois,Belleville (Swansea),1400 block of N 17th St,0,1,N/A
2271900,04-Apr-22,Mississippi,Yazoo City,N Monroe St,0,1,N/A
2270592,03-Apr-22,Tennessee,Knoxville,2200 block of Martin Luther King Jr Ave,0,1,N/A
2270256,03-Apr-22,Louisiana,Gramercy,N Mobile Ln,0,2,N/A
2270465,02-Apr-22,Georgia,Athens,Rocksprings Ct,0,2,N/A
2268959,02-Apr-22,California,Stockton,2200 block of Van Gogh Ln,0,1,N/A
2269212,02-Apr-22,Florida,Orlando,2258 S Kirkman Rd,0,2,N/A
2269029,02-Apr-22,Oklahoma,Tulsa,1300 E 51st Pl N,0,1,N/A
2268578,01-Apr-22,Louisiana,Shreveport,2800 block of Morningside Dr,1,1,N/A
2268847,01-Apr-22,Missouri,Saint Louis,4300 block of N Florissant Ave,0,1,N/A
2268792,01-Apr-22,Louisiana,Shreveport,7800 block of Youree Dr,0,1,N/A
2273911,01-Apr-22,Georgia,Austell,7200 Premier Ln,0,1,N/A
2268726,31-Mar-22,Texas,Greenville,3800 block of FM118,0,1,N/A
2266955,30-Mar-22,Washington,Spokane,Lincoln St and Dalton Ave,0,1,N/A
2266028,29-Mar-22,Mississippi,Yazoo City,N Monroe St,0,1,N/A
2265164,28-Mar-22,Oregon,Portland,6300 block of N Marine Dr,0,4,N/A
2265507,28-Mar-22,Texas,Fort Worth,5000 block of Vinson St,0,1,N/A
2264438,27-Mar-22,Arizona,Phoenix,N 24th St and E Cactus Rd,1,1,N/A
2263867,26-Mar-22,New York,Hempstead,Evans Ave and Peninsula Blvd,0,1,N/A
2263907,26-Mar-22,North Carolina,Charlotte,4308 Sunset Rd,0,1,N/A
2263851,26-Mar-22,California,Stockton,Searchlight Ave and Hazelton Ave,0,3,N/A
2263482,26-Mar-22,Ohio,Columbus,500 block of Reinhard Ave,0,1,N/A
2263124,25-Mar-22,New York,Brooklyn,127 Riverdale Ave,0,1,N/A
2261846,24-Mar-22,Kentucky,Louisville,W Hill St and S 7th St,0,1,N/A
2261435,23-Mar-22,Virginia,Yorktown,7000 block of George Washington Memorial Hwy,0,1,N/A
2261841,23-Mar-22,Michigan,Flint,1200 block of Alvord Ave,0,1,N/A
2261276,23-Mar-22,Arizona,Glendale,6800 N 95th Ave,0,4,N/A
2260243,22-Mar-22,Florida,Orlando,3944 WD Judge Dr,0,2,N/A
2261175,22-Mar-22,Florida,Tampa,407 E Nordica St,0,1,N/A
2259658,21-Mar-22,Kentucky,Louisville,S 4th St and W Gaulbert Ave,0,1,N/A
2259387,21-Mar-22,Illinois,Chicago,801 E 89th St,0,1,N/A
2259922,21-Mar-22,New York,Brooklyn,2920 Surf Ave,0,1,N/A
2258867,20-Mar-22,Maryland,Cambridge,Clinton St and Park Ln,0,1,N/A
2258231,20-Mar-22,Kentucky,Louisville,7800 block of Barnwood Rd,0,2,N/A
2260170,20-Mar-22,South Carolina,Spartanburg,489 W Main St,0,2,N/A
2262999,19-Mar-22,Ohio,Cleveland (Garfield Heights),9300 block of Grand Division Ave,0,1,N/A
2257739,19-Mar-22,Arkansas,Dumas,611 Highway 65 S,1,26,N/A
2257958,19-Mar-22,Louisiana,New Orleans,1900 block N Prieur St,0,1,N/A
2256982,18-Mar-22,Illinois,Chicago,5500 block of W Wrightwood Ave,0,1,N/A
2256790,18-Mar-22,Mississippi,Summit,1000 block of Delaney Dr,1,1,N/A
2257292,18-Mar-22,Florida,Fort Pierce,N 32nd St and Ave B,0,3,N/A
2257778,18-Mar-22,Louisiana,New Iberia,200 block of C V Jackson Dr,0,5,N/A
2256398,17-Mar-22,Illinois,Chicago,4100 block of W Monroe St,0,4,N/A
