Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
2055388,05-Jul-21,Indiana,Lafayette,3055 Mount Ct,2,0,N/A
2055252,05-Jul-21,New York,Buffalo,50 block of Donovan Dr,1,3,N/A
2055317,05-Jul-21,Iowa,Algona,418 S Harlan St,3,0,N/A
2053723,04-Jul-21,Louisiana,Bastrop,9000 block of Carbon Plant Rd,1,0,N/A
2053255,04-Jul-21,Tennessee,Knoxville,3900 block of Alma Ave,1,0,N/A
2054024,04-Jul-21,New Jersey,Vineland,700 block of W Earl Dr,1,0,N/A
2053324,04-Jul-21,Tennessee,Memphis,736 N Montgomery St,1,2,N/A
2050397,01-Jul-21,Pennsylvania,Philadelphia,5500 block of Whitby Ave,1,0,N/A
2050257,01-Jul-21,Ohio,Columbus,462 S Eureka Ave,1,0,N/A
2051370,01-Jul-21,Missouri,West Plains,Co Rd 3010,1,0,N/A
2049845,30-Jun-21,Texas,Houston,12101 Fondren Rd,3,1,N/A
2050433,30-Jun-21,Missouri,Saint Louis (Jennings),5400 block of Hamilton Ave,1,0,N/A
2048499,29-Jun-21,Pennsylvania,Erie,9656 Sampson Rd,3,0,N/A
2047696,28-Jun-21,North Carolina,Statesville,1309 Wilson Lee Blvd,1,1,N/A
2045816,26-Jun-21,California,Fresno,Clinton Ave and Crystal Ave,1,0,N/A
2045972,26-Jun-21,Pennsylvania,Philadelphia,1400 block of W Pacific St,1,0,N/A
2045604,25-Jun-21,Illinois,Burbank,8300 block of Laramie Ave,1,0,N/A
2044225,24-Jun-21,Michigan,Kalamazoo,1100 block of Lake St,1,0,N/A
2044288,23-Jun-21,Mississippi,Columbus,1500 block of 26th St N,2,0,N/A
2040793,20-Jun-21,Ohio,Canton,6817 Salerno St NW,4,0,N/A
2037930,17-Jun-21,Michigan,Detroit,I-75 and E McNichols Rd,1,1,N/A
2037995,17-Jun-21,Maine,Temple,15 Forest Hill Rd,1,0,N/A
2037226,16-Jun-21,North Carolina,Whitsett,700 block of Nellie Gray Pl,1,0,N/A
2035964,15-Jun-21,Florida,Jacksonville,10300 block of Allene Rd,1,0,N/A
2030484,10-Jun-21,Florida,Royal Palm Beach,1180 Royal Palm Beach Blvd,3,0,N/A
2030878,09-Jun-21,South Carolina,Leesville (Batesburg-leesville),700 block of Madera Rd,1,1,N/A
2029170,08-Jun-21,Mississippi,Vicksburg,Elizabeth Cir,1,0,N/A
2026297,06-Jun-21,Mississippi,Biloxi,2490 S Shore Dr,3,0,N/A
2025887,05-Jun-21,New York,Corona (Queens),342 Beach 45th St,1,1,N/A
